,State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Sheltered Total Homeless - Male,Sheltered Total Homeless - Transgender,Sheltered Total Homeless - Gender that is not Singularly Female or Male,Sheltered Total Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Sheltered Total Homeless - Hispanic/Latin(o)(a)(x),Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Sheltered Total Homeless - Under 18,Sheltered Total Homeless - Age 18 to 24,Sheltered Total Homeless - Over 24,Unsheltered Homeless - Female,Unsheltered Homeless - Male,Unsheltered Homeless - Transgender,Unsheltered Homeless - Gender that is not Singularly Female or Male,Unsheltered Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Unsheltered Homeless - Hispanic/Latin(o)(a)(x),Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Unsheltered Homeless - Under 18,Unsheltered Homeless - Age 18 to 24,Unsheltered Homeless - Over 24
49,California,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,2017,9160.0,7571.0,2176.0,389.0,1787.0,3074.0,5977.0,47.0,62.0,6678.0,2482.0,5700.0,2064.0,192.0,288.0,138.0,778.0,1055.0,1434.0,6671.0,2081.0,10.0,0.0,2332.0,1207.0,2295.0,876.0,56.0,64.0,40.0,208.0,836.0,345.0,2358.0,1626.0,3896.0,37.0,62.0,4346.0,1275.0,3405.0,1188.0,136.0,224.0,98.0,570.0,219.0,1089.0,4313.0
50,California,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered-Only Count,2017,4792.0,3527.0,893.0,284.0,609.0,1588.0,3190.0,9.0,5.0,3015.0,1777.0,3487.0,719.0,165.0,209.0,48.0,164.0,758.0,221.0,3813.0,1040.0,5.0,5.0,1262.0,946.0,1529.0,343.0,82.0,112.0,34.0,108.0,733.0,123.0,1352.0,430.0,2150.0,4.0,0.0,1753.0,831.0,1958.0,376.0,83.0,97.0,14.0,56.0,25.0,98.0,2461.0
51,California,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered-Only Count,2017,1860.0,1422.0,226.0,126.0,100.0,689.0,1170.0,1.0,0.0,1238.0,622.0,1529.0,144.0,20.0,69.0,12.0,86.0,295.0,122.0,1443.0,587.0,0.0,0.0,579.0,388.0,787.0,84.0,9.0,27.0,7.0,53.0,188.0,51.0,728.0,309.0,583.0,1.0,0.0,659.0,234.0,742.0,60.0,11.0,42.0,5.0,33.0,107.0,71.0,715.0
52,California,CA-604,Bakersfield/Kern County CoC,Sheltered and Unsheltered Count,2017,810.0,623.0,289.0,123.0,166.0,244.0,564.0,2.0,0.0,633.0,177.0,533.0,130.0,10.0,18.0,17.0,102.0,119.0,68.0,623.0,357.0,2.0,0.0,426.0,115.0,353.0,103.0,5.0,10.0,7.0,63.0,113.0,46.0,382.0,62.0,207.0,0.0,0.0,207.0,62.0,180.0,27.0,5.0,8.0,10.0,39.0,6.0,22.0,241.0
53,California,CA-606,Long Beach CoC,Sheltered-Only Count,2017,1863.0,1646.0,694.0,148.0,546.0,549.0,1300.0,12.0,2.0,1383.0,480.0,1028.0,596.0,60.0,53.0,50.0,76.0,141.0,89.0,1633.0,438.0,4.0,0.0,471.0,184.0,368.0,217.0,31.0,7.0,10.0,22.0,106.0,31.0,518.0,336.0,862.0,8.0,2.0,912.0,296.0,660.0,379.0,29.0,46.0,40.0,54.0,35.0,58.0,1115.0
54,California,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,2017,575.0,465.0,202.0,47.0,155.0,193.0,376.0,3.0,3.0,425.0,150.0,285.0,223.0,7.0,15.0,6.0,39.0,76.0,35.0,464.0,128.0,1.0,0.0,158.0,70.0,103.0,99.0,4.0,5.0,4.0,13.0,65.0,12.0,151.0,94.0,248.0,2.0,3.0,267.0,80.0,182.0,124.0,3.0,10.0,2.0,26.0,11.0,23.0,313.0
55,California,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2017,2406.0,2172.0,418.0,77.0,341.0,812.0,1579.0,11.0,4.0,1624.0,782.0,1670.0,431.0,30.0,141.0,40.0,94.0,178.0,238.0,1990.0,438.0,3.0,1.0,455.0,313.0,536.0,144.0,12.0,27.0,13.0,36.0,165.0,67.0,536.0,486.0,1141.0,8.0,3.0,1169.0,469.0,1134.0,287.0,18.0,114.0,27.0,58.0,13.0,171.0,1454.0
56,California,CA-609,San Bernardino City & County CoC,Sheltered and Unsheltered Count,2017,1866.0,1432.0,441.0,14.0,427.0,680.0,1180.0,3.0,3.0,1301.0,565.0,1174.0,439.0,24.0,33.0,15.0,181.0,286.0,169.0,1411.0,331.0,0.0,0.0,426.0,261.0,391.0,234.0,13.0,8.0,4.0,37.0,246.0,61.0,380.0,324.0,849.0,3.0,3.0,875.0,304.0,783.0,205.0,11.0,25.0,11.0,144.0,40.0,108.0,1031.0
57,California,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,2017,1152.0,969.0,385.0,101.0,284.0,330.0,819.0,3.0,0.0,689.0,463.0,869.0,108.0,8.0,35.0,9.0,123.0,99.0,62.0,991.0,331.0,0.0,0.0,258.0,230.0,395.0,49.0,3.0,8.0,3.0,30.0,70.0,37.0,381.0,173.0,488.0,3.0,0.0,431.0,233.0,474.0,59.0,5.0,27.0,6.0,93.0,29.0,25.0,610.0
58,California,CA-612,Glendale CoC,Sheltered and Unsheltered Count,2017,168.0,72.0,67.0,25.0,42.0,81.0,85.0,2.0,0.0,94.0,74.0,90.0,44.0,9.0,7.0,0.0,18.0,62.0,3.0,103.0,47.0,2.0,0.0,57.0,54.0,58.0,33.0,5.0,5.0,0.0,10.0,54.0,2.0,55.0,19.0,38.0,0.0,0.0,37.0,20.0,32.0,11.0,4.0,2.0,0.0,8.0,8.0,1.0,48.0
59,California,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,2017,1154.0,1034.0,105.0,3.0,102.0,336.0,811.0,6.0,1.0,642.0,512.0,1067.0,35.0,4.0,22.0,8.0,18.0,78.0,24.0,1052.0,61.0,0.0,1.0,5.0,123.0,127.0,1.0,0.0,0.0,0.0,0.0,47.0,6.0,75.0,270.0,750.0,6.0,0.0,637.0,389.0,940.0,34.0,4.0,22.0,8.0,18.0,31.0,18.0,977.0
60,California,CA-614,San Luis Obispo County CoC,Sheltered-Only Count,2017,1125.0,977.0,282.0,16.0,266.0,380.0,745.0,0.0,0.0,916.0,209.0,901.0,65.0,15.0,79.0,11.0,54.0,103.0,187.0,835.0,148.0,0.0,0.0,220.0,83.0,260.0,8.0,5.0,10.0,1.0,19.0,73.0,19.0,211.0,225.0,597.0,0.0,0.0,696.0,126.0,641.0,57.0,10.0,69.0,10.0,35.0,30.0,168.0,624.0
61,Colorado,CO-500,Colorado Balance of State CoC,Sheltered-Only Count,2017,4019.0,2568.0,807.0,228.0,579.0,1624.0,2386.0,6.0,3.0,2664.0,1355.0,3472.0,191.0,16.0,178.0,9.0,153.0,849.0,330.0,2840.0,952.0,2.0,1.0,1071.0,440.0,1214.0,89.0,13.0,94.0,3.0,98.0,342.0,108.0,1061.0,1068.0,1434.0,4.0,2.0,1593.0,915.0,2258.0,102.0,3.0,84.0,6.0,55.0,507.0,222.0,1779.0
62,Colorado,CO-503,Metropolitan Denver CoC,Sheltered and Unsheltered Count,2017,5506.0,4031.0,1083.0,629.0,454.0,1868.0,3596.0,24.0,18.0,4307.0,1199.0,3327.0,1364.0,28.0,312.0,25.0,450.0,1033.0,470.0,4003.0,2944.0,13.0,14.0,3587.0,1025.0,2720.0,1228.0,19.0,240.0,18.0,387.0,978.0,347.0,3287.0,227.0,652.0,11.0,4.0,720.0,174.0,607.0,136.0,9.0,72.0,7.0,63.0,55.0,123.0,716.0
63,Colorado,CO-504,Colorado Springs/El Paso County CoC,Sheltered and Unsheltered Count,2017,1415.0,972.0,374.0,120.0,254.0,522.0,884.0,7.0,2.0,1171.0,244.0,979.0,233.0,7.0,56.0,11.0,129.0,282.0,113.0,1020.0,561.0,3.0,2.0,773.0,185.0,625.0,203.0,5.0,31.0,6.0,88.0,259.0,68.0,631.0,130.0,323.0,4.0,0.0,398.0,59.0,354.0,30.0,2.0,25.0,5.0,41.0,23.0,45.0,389.0
64,Connecticut,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Sheltered and Unsheltered Count,2017,778.0,430.0,52.0,36.0,16.0,333.0,444.0,1.0,0.0,532.0,246.0,341.0,387.0,16.0,4.0,9.0,21.0,219.0,75.0,484.0,379.0,1.0,0.0,464.0,232.0,307.0,340.0,15.0,4.0,9.0,21.0,219.0,56.0,421.0,17.0,65.0,0.0,0.0,68.0,14.0,34.0,47.0,1.0,0.0,0.0,0.0,0.0,19.0,63.0
65,Connecticut,CT-505,Connecticut Balance of State CoC,Sheltered and Unsheltered Count,2017,2610.0,1778.0,368.0,237.0,131.0,980.0,1610.0,7.0,13.0,1883.0,727.0,1411.0,956.0,18.0,18.0,34.0,173.0,517.0,184.0,1909.0,1374.0,5.0,1.0,1616.0,660.0,1183.0,869.0,17.0,15.0,21.0,171.0,512.0,141.0,1623.0,84.0,236.0,2.0,12.0,267.0,67.0,228.0,87.0,1.0,3.0,13.0,2.0,5.0,43.0,286.0
66,District of Columbia,DC-500,District of Columbia CoC,Sheltered and Unsheltered Count,2017,7473.0,3583.0,1881.0,1343.0,538.0,3226.0,4209.0,36.0,2.0,6979.0,494.0,481.0,6712.0,40.0,25.0,21.0,194.0,2286.0,682.0,4505.0,3525.0,26.0,2.0,6177.0,399.0,298.0,6047.0,30.0,20.0,19.0,162.0,2286.0,648.0,3642.0,203.0,684.0,10.0,0.0,802.0,95.0,183.0,665.0,10.0,5.0,2.0,32.0,0.0,34.0,863.0
67,Delaware,DE-500,Delaware Statewide CoC,Sheltered and Unsheltered Count,2017,994.0,615.0,127.0,102.0,25.0,431.0,562.0,1.0,0.0,912.0,82.0,398.0,544.0,4.0,1.0,5.0,42.0,240.0,69.0,685.0,527.0,1.0,0.0,858.0,78.0,365.0,521.0,4.0,1.0,5.0,40.0,237.0,66.0,633.0,23.0,35.0,0.0,0.0,54.0,4.0,33.0,23.0,0.0,0.0,0.0,2.0,3.0,3.0,52.0
68,Florida,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,2017,1447.0,1202.0,285.0,36.0,249.0,516.0,929.0,2.0,0.0,1253.0,194.0,1103.0,257.0,4.0,37.0,5.0,41.0,164.0,95.0,1188.0,481.0,1.0,0.0,696.0,89.0,613.0,149.0,0.0,3.0,1.0,19.0,132.0,61.0,592.0,213.0,448.0,1.0,0.0,557.0,105.0,490.0,108.0,4.0,34.0,4.0,22.0,32.0,34.0,596.0
69,Florida,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,2017,1549.0,1070.0,235.0,61.0,174.0,627.0,917.0,0.0,5.0,1283.0,266.0,749.0,727.0,4.0,29.0,1.0,39.0,317.0,86.0,1146.0,483.0,0.0,0.0,805.0,177.0,390.0,551.0,2.0,4.0,0.0,35.0,307.0,52.0,623.0,128.0,434.0,0.0,5.0,478.0,89.0,359.0,176.0,2.0,25.0,1.0,4.0,10.0,34.0,523.0
70,Florida,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,2017,2831.0,2466.0,690.0,179.0,511.0,814.0,2011.0,5.0,1.0,2647.0,184.0,1716.0,972.0,4.0,25.0,8.0,106.0,261.0,116.0,2454.0,1073.0,5.0,0.0,1556.0,123.0,1039.0,558.0,2.0,1.0,0.0,79.0,261.0,86.0,1332.0,213.0,938.0,0.0,1.0,1091.0,61.0,677.0,414.0,2.0,24.0,8.0,27.0,0.0,30.0,1122.0
71,Florida,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,2017,512.0,342.0,77.0,11.0,66.0,194.0,317.0,0.0,1.0,464.0,48.0,301.0,167.0,1.0,7.0,1.0,35.0,116.0,33.0,363.0,206.0,0.0,1.0,322.0,41.0,201.0,135.0,0.0,2.0,0.0,25.0,115.0,22.0,226.0,38.0,111.0,0.0,0.0,142.0,7.0,100.0,32.0,1.0,5.0,1.0,10.0,1.0,11.0,137.0
72,Florida,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,2017,753.0,555.0,88.0,6.0,82.0,284.0,467.0,1.0,1.0,696.0,57.0,555.0,141.0,0.0,7.0,1.0,49.0,133.0,32.0,588.0,149.0,1.0,0.0,265.0,40.0,185.0,86.0,0.0,1.0,0.0,33.0,120.0,14.0,171.0,129.0,318.0,0.0,1.0,431.0,17.0,370.0,55.0,0.0,6.0,1.0,16.0,13.0,18.0,417.0
73,Florida,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,2017,401.0,247.0,112.0,6.0,106.0,205.0,195.0,1.0,0.0,343.0,58.0,313.0,70.0,5.0,2.0,4.0,7.0,79.0,30.0,292.0,52.0,0.0,0.0,97.0,33.0,104.0,26.0,0.0,0.0,0.0,0.0,60.0,13.0,57.0,127.0,143.0,1.0,0.0,246.0,25.0,209.0,44.0,5.0,2.0,4.0,7.0,19.0,17.0,235.0
74,Florida,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,2017,1072.0,810.0,117.0,58.0,59.0,376.0,693.0,3.0,0.0,1034.0,38.0,379.0,663.0,7.0,5.0,3.0,15.0,189.0,85.0,798.0,597.0,3.0,0.0,916.0,34.0,317.0,607.0,7.0,4.0,3.0,12.0,188.0,64.0,698.0,26.0,96.0,0.0,0.0,118.0,4.0,62.0,56.0,0.0,1.0,0.0,3.0,1.0,21.0,100.0
75,Florida,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,2017,2074.0,1342.0,194.0,87.0,107.0,782.0,1288.0,4.0,0.0,1597.0,477.0,944.0,998.0,11.0,17.0,1.0,103.0,450.0,143.0,1481.0,1044.0,4.0,0.0,1317.0,417.0,747.0,876.0,8.0,6.0,1.0,96.0,438.0,133.0,1163.0,96.0,244.0,0.0,0.0,280.0,60.0,197.0,122.0,3.0,11.0,0.0,7.0,12.0,10.0,318.0
76,Florida,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,2017,819.0,699.0,291.0,29.0,262.0,288.0,530.0,1.0,0.0,787.0,32.0,471.0,301.0,6.0,11.0,17.0,13.0,117.0,32.0,670.0,204.0,0.0,0.0,351.0,22.0,196.0,168.0,4.0,1.0,0.0,4.0,109.0,30.0,234.0,119.0,326.0,1.0,0.0,436.0,10.0,275.0,133.0,2.0,10.0,17.0,9.0,8.0,2.0,436.0
77,Florida,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,2017,1732.0,750.0,57.0,0.0,57.0,824.0,908.0,0.0,0.0,1522.0,210.0,1024.0,591.0,10.0,14.0,1.0,92.0,577.0,52.0,1103.0,69.0,0.0,0.0,152.0,31.0,85.0,81.0,0.0,1.0,0.0,16.0,87.0,25.0,71.0,710.0,839.0,0.0,0.0,1370.0,179.0,939.0,510.0,10.0,13.0,1.0,76.0,490.0,27.0,1032.0
78,Florida,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,2017,1869.0,1444.0,319.0,167.0,152.0,679.0,1174.0,16.0,0.0,1769.0,100.0,776.0,942.0,9.0,13.0,4.0,125.0,310.0,106.0,1453.0,855.0,4.0,0.0,1362.0,75.0,592.0,730.0,5.0,9.0,3.0,98.0,310.0,69.0,1058.0,101.0,319.0,12.0,0.0,407.0,25.0,184.0,212.0,4.0,4.0,1.0,27.0,0.0,37.0,395.0
79,Florida,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,2017,758.0,619.0,135.0,28.0,107.0,218.0,539.0,1.0,0.0,739.0,19.0,419.0,313.0,4.0,6.0,0.0,16.0,86.0,59.0,613.0,339.0,1.0,0.0,490.0,11.0,267.0,215.0,4.0,3.0,0.0,12.0,83.0,45.0,373.0,57.0,200.0,0.0,0.0,249.0,8.0,152.0,98.0,0.0,3.0,0.0,4.0,3.0,14.0,240.0
80,Florida,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,2017,445.0,295.0,42.0,1.0,41.0,183.0,260.0,1.0,1.0,414.0,31.0,285.0,119.0,0.0,6.0,0.0,35.0,95.0,36.0,314.0,62.0,0.0,0.0,159.0,20.0,89.0,65.0,0.0,1.0,0.0,24.0,84.0,10.0,85.0,66.0,198.0,1.0,1.0,255.0,11.0,196.0,54.0,0.0,5.0,0.0,11.0,11.0,26.0,229.0
81,Florida,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered and Unsheltered Count,2017,845.0,583.0,167.0,53.0,114.0,271.0,574.0,0.0,0.0,786.0,59.0,569.0,219.0,9.0,12.0,1.0,35.0,174.0,46.0,625.0,379.0,0.0,0.0,545.0,47.0,368.0,186.0,7.0,10.0,0.0,21.0,165.0,32.0,395.0,58.0,195.0,0.0,0.0,241.0,12.0,201.0,33.0,2.0,2.0,1.0,14.0,9.0,14.0,230.0
82,Florida,FL-514,Ocala/Marion County CoC,Sheltered-Only Count,2017,725.0,599.0,147.0,10.0,137.0,258.0,466.0,1.0,0.0,662.0,63.0,402.0,173.0,1.0,0.0,0.0,149.0,122.0,41.0,562.0,156.0,0.0,0.0,259.0,31.0,180.0,98.0,0.0,0.0,0.0,12.0,110.0,10.0,170.0,124.0,310.0,1.0,0.0,403.0,32.0,222.0,75.0,1.0,0.0,0.0,137.0,12.0,31.0,392.0
83,Florida,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,2017,336.0,285.0,38.0,0.0,38.0,140.0,195.0,1.0,0.0,325.0,11.0,263.0,52.0,2.0,11.0,1.0,7.0,58.0,19.0,259.0,83.0,0.0,0.0,134.0,9.0,116.0,19.0,2.0,1.0,0.0,5.0,35.0,18.0,90.0,80.0,112.0,1.0,0.0,191.0,2.0,147.0,33.0,0.0,10.0,1.0,2.0,23.0,1.0,169.0
84,Florida,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered and Unsheltered Count,2017,609.0,377.0,283.0,0.0,283.0,218.0,391.0,0.0,0.0,471.0,138.0,444.0,161.0,0.0,0.0,0.0,4.0,170.0,52.0,387.0,33.0,0.0,0.0,76.0,15.0,57.0,30.0,0.0,0.0,0.0,4.0,46.0,4.0,41.0,160.0,358.0,0.0,0.0,395.0,123.0,387.0,131.0,0.0,0.0,0.0,0.0,124.0,48.0,346.0
85,Florida,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered-Only Count,2017,502.0,372.0,38.0,0.0,38.0,164.0,337.0,1.0,0.0,487.0,15.0,269.0,198.0,1.0,2.0,0.0,32.0,84.0,54.0,364.0,49.0,0.0,0.0,97.0,2.0,51.0,34.0,0.0,0.0,0.0,14.0,41.0,10.0,48.0,114.0,288.0,1.0,0.0,390.0,13.0,218.0,164.0,1.0,2.0,0.0,18.0,43.0,44.0,316.0
86,Florida,FL-519,Pasco County CoC,Sheltered-Only Count,2017,2593.0,838.0,847.0,51.0,796.0,881.0,1633.0,12.0,67.0,2122.0,471.0,2176.0,301.0,12.0,15.0,39.0,50.0,535.0,784.0,1274.0,87.0,0.0,8.0,144.0,34.0,127.0,32.0,1.0,4.0,3.0,11.0,45.0,14.0,119.0,798.0,1546.0,12.0,59.0,1978.0,437.0,2049.0,269.0,11.0,11.0,36.0,39.0,490.0,770.0,1155.0
87,Florida,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,2017,635.0,444.0,40.0,25.0,15.0,256.0,379.0,0.0,0.0,577.0,58.0,526.0,92.0,3.0,7.0,0.0,7.0,122.0,33.0,480.0,141.0,0.0,0.0,251.0,31.0,207.0,60.0,2.0,6.0,0.0,7.0,90.0,20.0,172.0,115.0,238.0,0.0,0.0,326.0,27.0,319.0,32.0,1.0,1.0,0.0,0.0,32.0,13.0,308.0
88,Florida,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,2017,3721.0,2546.0,309.0,174.0,135.0,1108.0,2598.0,15.0,0.0,2423.0,1298.0,1562.0,2105.0,9.0,10.0,2.0,33.0,768.0,204.0,2749.0,1766.0,10.0,0.0,1738.0,972.0,1065.0,1594.0,9.0,7.0,2.0,33.0,766.0,166.0,1778.0,174.0,832.0,5.0,0.0,685.0,326.0,497.0,511.0,0.0,3.0,0.0,0.0,2.0,38.0,971.0
89,Florida,FL-601,Ft Lauderdale/Broward County CoC,Sheltered and Unsheltered Count,2017,2450.0,2037.0,581.0,169.0,412.0,772.0,1670.0,6.0,2.0,2207.0,243.0,1082.0,1320.0,10.0,17.0,4.0,17.0,269.0,171.0,2010.0,933.0,3.0,0.0,1335.0,158.0,545.0,921.0,6.0,5.0,1.0,15.0,254.0,143.0,1096.0,215.0,737.0,3.0,2.0,872.0,85.0,537.0,399.0,4.0,12.0,3.0,2.0,15.0,28.0,914.0
90,Florida,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,2017,222.0,165.0,33.0,4.0,29.0,72.0,150.0,0.0,0.0,203.0,19.0,183.0,31.0,0.0,1.0,0.0,7.0,35.0,12.0,175.0,64.0,0.0,0.0,76.0,13.0,70.0,15.0,0.0,0.0,0.0,4.0,16.0,7.0,66.0,47.0,86.0,0.0,0.0,127.0,6.0,113.0,16.0,0.0,1.0,0.0,3.0,19.0,5.0,109.0
91,Florida,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,2017,431.0,317.0,65.0,21.0,44.0,174.0,257.0,0.0,0.0,348.0,83.0,290.0,129.0,1.0,3.0,0.0,8.0,80.0,15.0,336.0,123.0,0.0,0.0,167.0,77.0,146.0,90.0,1.0,0.0,0.0,7.0,76.0,10.0,158.0,53.0,134.0,0.0,0.0,181.0,6.0,144.0,39.0,0.0,3.0,0.0,1.0,4.0,5.0,178.0
92,Florida,FL-604,Monroe County CoC,Sheltered and Unsheltered Count,2017,631.0,581.0,83.0,1.0,82.0,135.0,493.0,2.0,1.0,544.0,87.0,568.0,49.0,1.0,1.0,1.0,11.0,42.0,23.0,566.0,253.0,0.0,1.0,287.0,52.0,304.0,27.0,0.0,1.0,0.0,7.0,41.0,9.0,289.0,50.0,240.0,2.0,0.0,257.0,35.0,264.0,22.0,1.0,0.0,1.0,4.0,1.0,14.0,277.0
93,Florida,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered-Only Count,2017,1607.0,1281.0,252.0,18.0,234.0,550.0,1054.0,2.0,1.0,1387.0,220.0,750.0,802.0,3.0,13.0,3.0,36.0,207.0,117.0,1283.0,254.0,0.0,0.0,465.0,61.0,189.0,328.0,0.0,2.0,0.0,7.0,192.0,52.0,282.0,278.0,800.0,2.0,1.0,922.0,159.0,561.0,474.0,3.0,11.0,3.0,29.0,15.0,65.0,1001.0
94,Florida,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,2017,621.0,502.0,90.0,46.0,44.0,322.0,296.0,3.0,0.0,352.0,269.0,474.0,61.0,5.0,7.0,12.0,62.0,64.0,123.0,434.0,243.0,3.0,0.0,264.0,170.0,333.0,49.0,4.0,5.0,11.0,32.0,33.0,78.0,323.0,134.0,53.0,0.0,0.0,88.0,99.0,141.0,12.0,1.0,2.0,1.0,30.0,31.0,45.0,111.0
95,Georgia,GA-500,Atlanta CoC,Sheltered and Unsheltered Count,2017,3572.0,3089.0,346.0,215.0,131.0,915.0,2613.0,43.0,1.0,3472.0,100.0,371.0,3060.0,13.0,28.0,6.0,94.0,304.0,217.0,3051.0,2076.0,37.0,1.0,2813.0,78.0,314.0,2490.0,10.0,17.0,5.0,55.0,299.0,195.0,2397.0,138.0,537.0,6.0,0.0,659.0,22.0,57.0,570.0,3.0,11.0,1.0,39.0,5.0,22.0,654.0
96,Georgia,GA-501,Georgia Balance of State CoC,Sheltered-Only Count,2017,3716.0,2219.0,242.0,74.0,168.0,1658.0,2049.0,9.0,0.0,3480.0,236.0,1520.0,1983.0,14.0,29.0,6.0,164.0,843.0,290.0,2583.0,764.0,0.0,0.0,1674.0,169.0,563.0,1164.0,12.0,4.0,1.0,99.0,750.0,172.0,921.0,579.0,1285.0,9.0,0.0,1806.0,67.0,957.0,819.0,2.0,25.0,5.0,65.0,93.0,118.0,1662.0
97,Georgia,GA-502,Fulton County CoC,Sheltered and Unsheltered Count,2017,293.0,217.0,2.0,0.0,2.0,123.0,169.0,1.0,0.0,290.0,3.0,35.0,253.0,0.0,0.0,0.0,5.0,48.0,6.0,239.0,99.0,1.0,0.0,200.0,3.0,17.0,181.0,0.0,0.0,0.0,5.0,43.0,4.0,156.0,20.0,70.0,0.0,0.0,90.0,0.0,18.0,72.0,0.0,0.0,0.0,0.0,5.0,2.0,83.0
98,Georgia,GA-503,Athens-Clarke County CoC,Sheltered and Unsheltered Count,2017,239.0,182.0,53.0,18.0,35.0,113.0,126.0,0.0,0.0,227.0,12.0,87.0,145.0,1.0,4.0,2.0,0.0,37.0,13.0,189.0,74.0,0.0,0.0,137.0,9.0,48.0,96.0,1.0,1.0,0.0,0.0,37.0,8.0,101.0,41.0,52.0,0.0,0.0,90.0,3.0,39.0,49.0,0.0,3.0,2.0,0.0,0.0,5.0,88.0
99,Georgia,GA-504,Augusta-Richmond County CoC,Sheltered and Unsheltered Count,2017,246.0,217.0,30.0,28.0,2.0,173.0,73.0,0.0,0.0,244.0,2.0,77.0,158.0,0.0,1.0,1.0,9.0,17.0,5.0,224.0,66.0,0.0,0.0,197.0,2.0,64.0,127.0,0.0,1.0,1.0,6.0,17.0,3.0,179.0,40.0,7.0,0.0,0.0,47.0,0.0,13.0,31.0,0.0,0.0,0.0,3.0,0.0,2.0,45.0
100,Georgia,GA-505,Columbus-Muscogee CoC,Sheltered and Unsheltered Count,2017,319.0,245.0,21.0,21.0,0.0,132.0,184.0,0.0,3.0,311.0,8.0,123.0,176.0,0.0,0.0,4.0,16.0,52.0,18.0,249.0,124.0,0.0,3.0,239.0,7.0,98.0,131.0,0.0,0.0,4.0,13.0,52.0,16.0,178.0,13.0,60.0,0.0,0.0,72.0,1.0,25.0,45.0,0.0,0.0,0.0,3.0,0.0,2.0,71.0
