CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless Individuals - Under 18,Sheltered ES Homeless Individuals,Sheltered ES Homeless Individuals - Under 18,Sheltered TH Homeless Individuals,Sheltered TH Homeless Individuals - Under 18,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Sheltered Total Homeless Individuals - Under 18,Unsheltered Homeless Individuals,Unsheltered Homeless Individuals - Under 18,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families,Overall Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",Sheltered and Unsheltered Count,230.0,168.0,21.0,0.0,189.0,41.0,142.0,0.0,95.0,0.0,14.0,0.0,0.0,109.0,0.0,33.0,0.0,88.0,73.0,7.0,80.0,8.0,33.0,26.0,3.0,29.0,4.0,45.0,30.0,0.0,30.0,15.0,34.0,21.0,0.0,21.0,13.0,11.0,9.0,9.0,2.0,5.0,3.0,2.0,2012
NM-500,Albuquerque CoC,Sheltered-Only Count,1431.0,621.0,423.0,0.0,1044.0,387.0,1004.0,31.0,500.0,26.0,155.0,0.0,0.0,655.0,26.0,349.0,5.0,427.0,121.0,268.0,389.0,38.0,142.0,36.0,97.0,133.0,9.0,428.0,267.0,0.0,267.0,161.0,387.0,238.0,0.0,238.0,149.0,41.0,29.0,29.0,12.0,187.0,116.0,71.0,2012
NM-501,New Mexico Balance of State CoC,Sheltered-Only Count,1814.0,759.0,594.0,0.0,1353.0,461.0,1132.0,48.0,559.0,4.0,257.0,13.0,0.0,816.0,17.0,316.0,31.0,682.0,200.0,337.0,537.0,145.0,206.0,59.0,97.0,156.0,50.0,644.0,346.0,0.0,346.0,298.0,586.0,328.0,0.0,328.0,258.0,58.0,18.0,18.0,40.0,158.0,86.0,72.0,2012
NV-500,Las Vegas/Clark County CoC,Sheltered-Only Count,7323.0,2013.0,1044.0,25.0,3082.0,4241.0,6581.0,367.0,1609.0,10.0,724.0,21.0,25.0,2358.0,31.0,4223.0,336.0,742.0,404.0,320.0,724.0,18.0,251.0,125.0,120.0,245.0,6.0,1449.0,358.0,16.0,374.0,1075.0,1434.0,345.0,16.0,361.0,1073.0,15.0,13.0,13.0,2.0,1113.0,595.0,518.0,2012
NV-501,"Reno, Sparks/Washoe County CoC",Sheltered and Unsheltered Count,869.0,407.0,298.0,0.0,705.0,164.0,749.0,9.0,303.0,3.0,282.0,4.0,0.0,585.0,7.0,164.0,2.0,120.0,104.0,16.0,120.0,0.0,38.0,32.0,6.0,38.0,0.0,215.0,208.0,0.0,208.0,7.0,111.0,104.0,0.0,104.0,7.0,104.0,104.0,104.0,0.0,112.0,92.0,20.0,2012
NV-502,Nevada Balance of State CoC,Sheltered and Unsheltered Count,305.0,83.0,100.0,0.0,183.0,122.0,163.0,0.0,34.0,0.0,22.0,0.0,0.0,56.0,0.0,107.0,0.0,142.0,49.0,78.0,127.0,15.0,52.0,19.0,26.0,45.0,7.0,61.0,17.0,0.0,17.0,44.0,58.0,15.0,0.0,15.0,43.0,3.0,2.0,2.0,1.0,4.0,4.0,0.0,2012
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered-Only Count,699.0,471.0,217.0,11.0,699.0,0.0,377.0,18.0,279.0,6.0,87.0,12.0,11.0,377.0,18.0,0.0,0.0,322.0,192.0,130.0,322.0,0.0,115.0,64.0,51.0,115.0,0.0,89.0,78.0,11.0,89.0,0.0,77.0,66.0,11.0,77.0,0.0,12.0,12.0,12.0,0.0,53.0,53.0,0.0,2012
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Sheltered and Unsheltered Count,305.0,96.0,190.0,0.0,286.0,19.0,220.0,0.0,53.0,0.0,150.0,0.0,0.0,203.0,0.0,17.0,0.0,85.0,43.0,40.0,83.0,2.0,25.0,11.0,13.0,24.0,1.0,38.0,26.0,0.0,26.0,12.0,34.0,22.0,0.0,22.0,12.0,4.0,4.0,4.0,0.0,23.0,10.0,13.0,2012
NY-503,Albany City & County CoC,Sheltered and Unsheltered Count,590.0,430.0,132.0,0.0,562.0,28.0,372.0,12.0,242.0,11.0,102.0,1.0,0.0,344.0,12.0,28.0,0.0,218.0,188.0,30.0,218.0,0.0,98.0,83.0,15.0,98.0,0.0,108.0,80.0,0.0,80.0,28.0,95.0,67.0,0.0,67.0,28.0,13.0,13.0,13.0,0.0,112.0,107.0,5.0,2012
NY-504,Cattaragus County CoC,Sheltered-Only Count,38.0,24.0,13.0,0.0,37.0,1.0,11.0,0.0,7.0,0.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0,27.0,17.0,10.0,27.0,0.0,8.0,5.0,3.0,8.0,0.0,6.0,5.0,0.0,5.0,1.0,6.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2012
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Sheltered and Unsheltered Count,882.0,480.0,386.0,0.0,866.0,16.0,653.0,23.0,359.0,8.0,278.0,15.0,0.0,637.0,23.0,16.0,0.0,229.0,121.0,108.0,229.0,0.0,85.0,42.0,43.0,85.0,0.0,119.0,105.0,0.0,105.0,14.0,104.0,92.0,0.0,92.0,12.0,15.0,13.0,13.0,2.0,69.0,69.0,0.0,2012
NY-506,"Fulton, Montgomery, Schoharie Counties CoC",Sheltered and Unsheltered Count,72.0,64.0,0.0,0.0,64.0,8.0,35.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,8.0,0.0,37.0,37.0,0.0,37.0,0.0,10.0,10.0,0.0,10.0,0.0,3.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
NY-507,Schenectady City & County CoC,Sheltered and Unsheltered Count,287.0,237.0,32.0,0.0,269.0,18.0,190.0,1.0,156.0,1.0,16.0,0.0,0.0,172.0,1.0,18.0,0.0,97.0,81.0,16.0,97.0,0.0,43.0,36.0,7.0,43.0,0.0,59.0,50.0,0.0,50.0,9.0,49.0,40.0,0.0,40.0,9.0,10.0,10.0,10.0,0.0,14.0,12.0,2.0,2012
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,1183.0,545.0,508.0,14.0,1067.0,116.0,770.0,18.0,373.0,8.0,267.0,10.0,14.0,654.0,18.0,116.0,0.0,413.0,172.0,241.0,413.0,0.0,136.0,52.0,84.0,136.0,0.0,133.0,75.0,12.0,87.0,46.0,131.0,73.0,12.0,85.0,46.0,2.0,2.0,2.0,0.0,67.0,63.0,4.0,2012
NY-510,Ithaca/Tompkins County CoC,Sheltered-Only Count,68.0,19.0,34.0,0.0,53.0,15.0,39.0,0.0,11.0,0.0,13.0,0.0,0.0,24.0,0.0,15.0,0.0,29.0,8.0,21.0,29.0,0.0,11.0,3.0,8.0,11.0,0.0,13.0,2.0,0.0,2.0,11.0,13.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2012
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Sheltered-Only Count,292.0,170.0,111.0,0.0,281.0,11.0,283.0,12.0,161.0,6.0,111.0,6.0,0.0,272.0,12.0,11.0,0.0,9.0,9.0,0.0,9.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2012
NY-512,Troy/Rensselaer County CoC,Sheltered and Unsheltered Count,225.0,140.0,36.0,0.0,176.0,49.0,83.0,0.0,30.0,0.0,4.0,0.0,0.0,34.0,0.0,49.0,0.0,142.0,110.0,32.0,142.0,0.0,54.0,39.0,15.0,54.0,0.0,54.0,26.0,0.0,26.0,28.0,36.0,8.0,0.0,8.0,28.0,18.0,18.0,18.0,0.0,8.0,5.0,3.0,2012
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Sheltered and Unsheltered Count,121.0,97.0,24.0,0.0,121.0,0.0,84.0,0.0,60.0,0.0,24.0,0.0,0.0,84.0,0.0,0.0,0.0,37.0,37.0,0.0,37.0,0.0,13.0,13.0,0.0,13.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,2012
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Sheltered and Unsheltered Count,33.0,14.0,19.0,0.0,33.0,0.0,27.0,4.0,14.0,4.0,13.0,0.0,0.0,27.0,4.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
NY-516,Clinton County CoC,Sheltered and Unsheltered Count,236.0,167.0,52.0,0.0,219.0,17.0,149.0,0.0,85.0,0.0,52.0,0.0,0.0,137.0,0.0,12.0,0.0,87.0,82.0,0.0,82.0,5.0,31.0,29.0,0.0,29.0,2.0,36.0,36.0,0.0,36.0,0.0,31.0,31.0,0.0,31.0,0.0,5.0,5.0,5.0,0.0,14.0,6.0,8.0,2012
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Sheltered-Only Count,176.0,107.0,47.0,0.0,154.0,22.0,85.0,5.0,62.0,3.0,15.0,2.0,0.0,77.0,5.0,8.0,0.0,91.0,45.0,32.0,77.0,14.0,36.0,20.0,13.0,33.0,3.0,19.0,15.0,0.0,15.0,4.0,19.0,15.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,2012
NY-519,"Columbia, Greene Counties CoC",Sheltered and Unsheltered Count,132.0,126.0,6.0,0.0,132.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,72.0,66.0,6.0,72.0,0.0,23.0,21.0,2.0,23.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,4.0,4.0,0.0,2012
NY-520,"Franklin, Essex Counties CoC",Sheltered and Unsheltered Count,14.0,5.0,0.0,0.0,5.0,9.0,14.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2012
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Sheltered and Unsheltered Count,95.0,40.0,41.0,0.0,81.0,14.0,82.0,0.0,32.0,0.0,41.0,0.0,0.0,73.0,0.0,9.0,0.0,13.0,8.0,0.0,8.0,5.0,6.0,4.0,0.0,4.0,2.0,16.0,10.0,0.0,10.0,6.0,11.0,10.0,0.0,10.0,1.0,5.0,0.0,0.0,5.0,34.0,33.0,1.0,2012
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Sheltered and Unsheltered Count,299.0,209.0,53.0,0.0,262.0,37.0,174.0,3.0,116.0,2.0,34.0,0.0,0.0,150.0,2.0,24.0,1.0,125.0,93.0,19.0,112.0,13.0,44.0,32.0,7.0,39.0,5.0,51.0,37.0,0.0,37.0,14.0,38.0,24.0,0.0,24.0,14.0,13.0,13.0,13.0,0.0,38.0,34.0,4.0,2012
NY-600,New York City CoC,Sheltered and Unsheltered Count,56672.0,44879.0,8394.0,137.0,53410.0,3262.0,23543.0,26.0,14500.0,5.0,5644.0,21.0,137.0,20281.0,26.0,3262.0,0.0,33129.0,30379.0,2750.0,33129.0,0.0,10045.0,9098.0,947.0,10045.0,0.0,3277.0,1052.0,137.0,1189.0,2088.0,2988.0,763.0,137.0,900.0,2088.0,289.0,289.0,289.0,0.0,3790.0,3266.0,524.0,2012
NY-601,Poughkeepsie/Dutchess County CoC,Sheltered and Unsheltered Count,453.0,229.0,180.0,0.0,409.0,44.0,248.0,6.0,115.0,6.0,92.0,0.0,0.0,207.0,6.0,41.0,0.0,205.0,114.0,88.0,202.0,3.0,82.0,45.0,36.0,81.0,1.0,44.0,12.0,0.0,12.0,32.0,42.0,11.0,0.0,11.0,31.0,2.0,1.0,1.0,1.0,15.0,13.0,2.0,2012
NY-602,"Newburgh, Middletown/Orange County CoC",Sheltered and Unsheltered Count,502.0,309.0,47.0,0.0,356.0,146.0,323.0,13.0,167.0,13.0,10.0,0.0,0.0,177.0,13.0,146.0,0.0,179.0,142.0,37.0,179.0,0.0,58.0,44.0,14.0,58.0,0.0,117.0,54.0,0.0,54.0,63.0,106.0,43.0,0.0,43.0,63.0,11.0,11.0,11.0,0.0,13.0,7.0,6.0,2012
NY-603,"Nassau, Suffolk Counties CoC",Sheltered and Unsheltered Count,3359.0,2605.0,619.0,0.0,3224.0,135.0,1082.0,20.0,697.0,19.0,250.0,1.0,0.0,947.0,20.0,135.0,0.0,2277.0,1908.0,369.0,2277.0,0.0,697.0,591.0,106.0,697.0,0.0,312.0,291.0,0.0,291.0,21.0,152.0,131.0,0.0,131.0,21.0,160.0,160.0,160.0,0.0,407.0,401.0,6.0,2012
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Sheltered and Unsheltered Count,1741.0,612.0,1091.0,0.0,1703.0,38.0,726.0,13.0,498.0,0.0,190.0,13.0,0.0,688.0,13.0,38.0,0.0,1015.0,114.0,901.0,1015.0,0.0,359.0,48.0,311.0,359.0,0.0,309.0,275.0,0.0,275.0,34.0,309.0,275.0,0.0,275.0,34.0,0.0,0.0,0.0,0.0,223.0,218.0,5.0,2012
NY-606,Rockland County CoC,Sheltered and Unsheltered Count,107.0,63.0,41.0,0.0,104.0,3.0,77.0,0.0,45.0,0.0,29.0,0.0,0.0,74.0,0.0,3.0,0.0,30.0,18.0,12.0,30.0,0.0,11.0,7.0,4.0,11.0,0.0,4.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2012
NY-607,Sullivan County CoC,Sheltered and Unsheltered Count,630.0,618.0,0.0,0.0,618.0,12.0,257.0,0.0,249.0,0.0,0.0,0.0,0.0,249.0,0.0,8.0,0.0,373.0,369.0,0.0,369.0,4.0,116.0,115.0,0.0,115.0,1.0,52.0,52.0,0.0,52.0,0.0,49.0,49.0,0.0,49.0,0.0,3.0,3.0,3.0,0.0,6.0,6.0,0.0,2012
NY-608,Kingston/Ulster County CoC,Sheltered and Unsheltered Count,355.0,262.0,29.0,0.0,291.0,64.0,169.0,19.0,78.0,8.0,29.0,11.0,0.0,107.0,19.0,62.0,0.0,186.0,184.0,0.0,184.0,2.0,58.0,57.0,0.0,57.0,1.0,21.0,7.0,0.0,7.0,14.0,19.0,7.0,0.0,7.0,12.0,2.0,0.0,0.0,2.0,9.0,4.0,5.0,2012
OH-500,Cincinnati/Hamilton County CoC,Sheltered and Unsheltered Count,1654.0,749.0,859.0,0.0,1608.0,46.0,887.0,8.0,512.0,8.0,329.0,0.0,0.0,841.0,8.0,46.0,0.0,767.0,237.0,530.0,767.0,0.0,213.0,60.0,153.0,213.0,0.0,234.0,221.0,0.0,221.0,13.0,234.0,221.0,0.0,221.0,13.0,0.0,0.0,0.0,0.0,200.0,194.0,6.0,2012
OH-501,Toledo/Lucas County CoC,Sheltered and Unsheltered Count,977.0,438.0,391.0,11.0,840.0,137.0,650.0,3.0,324.0,3.0,185.0,0.0,11.0,520.0,3.0,130.0,0.0,327.0,114.0,206.0,320.0,7.0,108.0,40.0,65.0,105.0,3.0,138.0,88.0,11.0,99.0,39.0,136.0,86.0,11.0,97.0,39.0,2.0,2.0,2.0,0.0,71.0,49.0,22.0,2012
OH-502,Cleveland/Cuyahoga County CoC,Sheltered and Unsheltered Count,2191.0,939.0,1108.0,20.0,2067.0,124.0,1626.0,6.0,694.0,6.0,788.0,0.0,20.0,1502.0,6.0,124.0,0.0,565.0,245.0,320.0,565.0,0.0,187.0,87.0,100.0,187.0,0.0,375.0,277.0,19.0,296.0,79.0,375.0,277.0,19.0,296.0,79.0,0.0,0.0,0.0,0.0,334.0,312.0,22.0,2012
OH-503,Columbus/Franklin County CoC,Sheltered and Unsheltered Count,1434.0,1003.0,249.0,0.0,1252.0,182.0,1068.0,16.0,774.0,11.0,112.0,5.0,0.0,886.0,16.0,182.0,0.0,366.0,229.0,137.0,366.0,0.0,116.0,74.0,42.0,116.0,0.0,311.0,174.0,0.0,174.0,137.0,311.0,174.0,0.0,174.0,137.0,0.0,0.0,0.0,0.0,133.0,126.0,7.0,2012
OH-504,Youngstown/Mahoning County CoC,Sheltered and Unsheltered Count,224.0,127.0,86.0,1.0,214.0,10.0,86.0,5.0,48.0,5.0,27.0,0.0,1.0,76.0,5.0,10.0,0.0,138.0,79.0,59.0,138.0,0.0,45.0,25.0,20.0,45.0,0.0,54.0,47.0,0.0,47.0,7.0,26.0,19.0,0.0,19.0,7.0,28.0,28.0,28.0,0.0,12.0,9.0,3.0,2012
OH-505,"Dayton, Kettering/Montgomery County CoC",Sheltered and Unsheltered Count,1081.0,540.0,450.0,24.0,1014.0,67.0,639.0,5.0,399.0,3.0,149.0,2.0,24.0,572.0,5.0,67.0,0.0,442.0,141.0,301.0,442.0,0.0,147.0,44.0,103.0,147.0,0.0,48.0,27.0,10.0,37.0,11.0,48.0,27.0,10.0,37.0,11.0,0.0,0.0,0.0,0.0,136.0,124.0,12.0,2012
OH-506,"Akron, Barberton/Summit County CoC",Sheltered and Unsheltered Count,813.0,326.0,311.0,10.0,647.0,166.0,510.0,19.0,188.0,14.0,153.0,5.0,10.0,351.0,19.0,159.0,0.0,303.0,138.0,158.0,296.0,7.0,95.0,41.0,51.0,92.0,3.0,208.0,103.0,10.0,113.0,95.0,205.0,100.0,10.0,110.0,95.0,3.0,3.0,3.0,0.0,91.0,33.0,58.0,2012
OH-507,Ohio Balance of State CoC,Sheltered and Unsheltered Count,5121.0,1948.0,2228.0,9.0,4185.0,936.0,2137.0,21.0,988.0,12.0,495.0,0.0,9.0,1492.0,12.0,645.0,9.0,2984.0,960.0,1733.0,2693.0,291.0,951.0,309.0,550.0,859.0,92.0,530.0,321.0,3.0,324.0,206.0,380.0,191.0,3.0,194.0,186.0,150.0,130.0,130.0,20.0,225.0,159.0,66.0,2012
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Sheltered and Unsheltered Count,482.0,207.0,192.0,20.0,419.0,63.0,252.0,1.0,111.0,0.0,61.0,0.0,20.0,192.0,0.0,60.0,1.0,230.0,96.0,131.0,227.0,3.0,81.0,25.0,55.0,80.0,1.0,84.0,36.0,20.0,56.0,28.0,73.0,28.0,20.0,48.0,25.0,11.0,8.0,8.0,3.0,42.0,28.0,14.0,2012
OK-500,North Central Oklahoma CoC,Sheltered and Unsheltered Count,204.0,85.0,62.0,0.0,147.0,57.0,108.0,5.0,44.0,4.0,27.0,0.0,0.0,71.0,4.0,37.0,1.0,96.0,41.0,35.0,76.0,20.0,36.0,18.0,12.0,30.0,6.0,24.0,17.0,0.0,17.0,7.0,20.0,13.0,0.0,13.0,7.0,4.0,4.0,4.0,0.0,7.0,4.0,3.0,2012
OK-501,Tulsa City & County CoC,Sheltered and Unsheltered Count,1021.0,626.0,201.0,49.0,876.0,145.0,804.0,17.0,466.0,12.0,144.0,5.0,49.0,659.0,17.0,145.0,0.0,217.0,160.0,57.0,217.0,0.0,62.0,45.0,17.0,62.0,0.0,88.0,61.0,23.0,84.0,4.0,86.0,59.0,23.0,82.0,4.0,2.0,2.0,2.0,0.0,173.0,154.0,19.0,2012
OK-502,Oklahoma City CoC,Sheltered and Unsheltered Count,1303.0,630.0,312.0,0.0,942.0,361.0,1069.0,21.0,513.0,12.0,209.0,0.0,0.0,722.0,12.0,347.0,9.0,234.0,117.0,103.0,220.0,14.0,81.0,43.0,34.0,77.0,4.0,235.0,59.0,0.0,59.0,176.0,230.0,56.0,0.0,56.0,174.0,5.0,3.0,3.0,2.0,155.0,109.0,46.0,2012
OK-503,Oklahoma Balance of State CoC,Sheltered and Unsheltered Count,571.0,95.0,49.0,0.0,144.0,427.0,285.0,29.0,22.0,0.0,28.0,0.0,0.0,50.0,0.0,235.0,29.0,286.0,73.0,21.0,94.0,192.0,80.0,33.0,10.0,43.0,37.0,32.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,22.0,3.0,19.0,2012
OK-504,Norman/Cleveland County CoC,Sheltered and Unsheltered Count,616.0,37.0,123.0,0.0,160.0,456.0,433.0,280.0,28.0,0.0,40.0,11.0,0.0,68.0,11.0,365.0,269.0,183.0,9.0,83.0,92.0,91.0,58.0,4.0,26.0,30.0,28.0,44.0,20.0,0.0,20.0,24.0,30.0,16.0,0.0,16.0,14.0,14.0,4.0,4.0,10.0,2.0,2.0,0.0,2012
OK-505,Northeast Oklahoma CoC,Sheltered and Unsheltered Count,342.0,216.0,61.0,0.0,277.0,65.0,217.0,15.0,139.0,8.0,45.0,0.0,0.0,184.0,8.0,33.0,7.0,125.0,77.0,16.0,93.0,32.0,45.0,31.0,5.0,36.0,9.0,92.0,82.0,0.0,82.0,10.0,50.0,50.0,0.0,50.0,0.0,42.0,32.0,32.0,10.0,14.0,14.0,0.0,2012
OK-506,Southwest Oklahoma Regional CoC,Sheltered and Unsheltered Count,396.0,186.0,38.0,9.0,233.0,163.0,221.0,0.0,141.0,0.0,0.0,0.0,9.0,150.0,0.0,71.0,0.0,175.0,45.0,38.0,83.0,92.0,73.0,16.0,11.0,27.0,46.0,6.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,11.0,2012
OK-507,Southeastern Oklahoma Regional CoC,Sheltered-Only Count,579.0,223.0,41.0,0.0,264.0,315.0,317.0,66.0,138.0,59.0,31.0,0.0,0.0,169.0,59.0,148.0,7.0,262.0,85.0,10.0,95.0,167.0,84.0,26.0,4.0,30.0,54.0,48.0,19.0,0.0,19.0,29.0,43.0,14.0,0.0,14.0,29.0,5.0,5.0,5.0,0.0,15.0,8.0,7.0,2012
OR-500,"Eugene, Springfield/Lane County CoC",Sheltered-Only Count,2057.0,392.0,259.0,0.0,651.0,1406.0,1539.0,23.0,296.0,8.0,70.0,0.0,0.0,366.0,8.0,1173.0,15.0,518.0,96.0,189.0,285.0,233.0,157.0,29.0,59.0,88.0,69.0,628.0,79.0,0.0,79.0,549.0,586.0,79.0,0.0,79.0,507.0,42.0,0.0,0.0,42.0,264.0,78.0,186.0,2012
OR-501,"Portland, Gresham/Multnomah County CoC",Sheltered-Only Count,4423.0,892.0,1817.0,0.0,2709.0,1714.0,2918.0,16.0,562.0,14.0,754.0,1.0,0.0,1316.0,15.0,1602.0,1.0,1505.0,330.0,1063.0,1393.0,112.0,620.0,110.0,455.0,565.0,55.0,1090.0,304.0,0.0,304.0,786.0,1025.0,252.0,0.0,252.0,773.0,65.0,52.0,52.0,13.0,380.0,162.0,218.0,2012
OR-502,"Medford, Ashland/Jackson County CoC",Sheltered and Unsheltered Count,691.0,159.0,277.0,5.0,441.0,250.0,560.0,97.0,132.0,14.0,182.0,13.0,5.0,319.0,27.0,241.0,70.0,131.0,27.0,95.0,122.0,9.0,41.0,8.0,29.0,37.0,4.0,172.0,54.0,1.0,55.0,117.0,160.0,50.0,1.0,51.0,109.0,12.0,4.0,4.0,8.0,136.0,123.0,13.0,2012
OR-503,Central Oregon CoC,Sheltered-Only Count,808.0,107.0,169.0,0.0,276.0,532.0,460.0,48.0,85.0,4.0,66.0,9.0,0.0,151.0,13.0,309.0,35.0,348.0,22.0,103.0,125.0,223.0,111.0,7.0,31.0,38.0,73.0,131.0,14.0,0.0,14.0,117.0,81.0,11.0,0.0,11.0,70.0,50.0,3.0,3.0,47.0,82.0,20.0,62.0,2012
OR-505,Oregon Balance of State CoC,Sheltered and Unsheltered Count,6105.0,934.0,1097.0,4.0,2035.0,4070.0,3342.0,327.0,703.0,17.0,525.0,25.0,4.0,1232.0,42.0,2110.0,285.0,2763.0,231.0,572.0,803.0,1960.0,922.0,88.0,220.0,308.0,614.0,949.0,267.0,4.0,271.0,678.0,665.0,232.0,4.0,236.0,429.0,284.0,35.0,35.0,249.0,314.0,134.0,180.0,2012
OR-506,"Hillsboro, Beaverton/Washington County CoC",Sheltered and Unsheltered Count,751.0,87.0,212.0,10.0,309.0,442.0,399.0,14.0,12.0,9.0,67.0,0.0,10.0,89.0,9.0,310.0,5.0,352.0,75.0,145.0,220.0,132.0,112.0,22.0,51.0,73.0,39.0,160.0,2.0,10.0,12.0,148.0,156.0,2.0,10.0,12.0,144.0,4.0,0.0,0.0,4.0,103.0,39.0,64.0,2012
OR-507,Clackamas County CoC,Sheltered-Only Count,993.0,29.0,95.0,0.0,124.0,869.0,570.0,6.0,4.0,0.0,15.0,0.0,0.0,19.0,0.0,551.0,6.0,423.0,25.0,80.0,105.0,318.0,147.0,9.0,28.0,37.0,110.0,172.0,19.0,0.0,19.0,153.0,109.0,13.0,0.0,13.0,96.0,63.0,6.0,6.0,57.0,77.0,2.0,75.0,2012
PA-500,Philadelphia CoC,Sheltered and Unsheltered Count,5780.0,3324.0,1890.0,66.0,5280.0,500.0,2976.0,31.0,1857.0,31.0,553.0,0.0,66.0,2476.0,31.0,500.0,0.0,2804.0,1467.0,1337.0,2804.0,0.0,923.0,504.0,419.0,923.0,0.0,1037.0,191.0,66.0,257.0,780.0,590.0,134.0,66.0,200.0,390.0,447.0,57.0,57.0,390.0,394.0,320.0,74.0,2012
PA-501,Harrisburg/Dauphin County CoC,Sheltered and Unsheltered Count,386.0,178.0,136.0,14.0,328.0,58.0,235.0,0.0,118.0,0.0,47.0,0.0,14.0,179.0,0.0,56.0,0.0,151.0,60.0,89.0,149.0,2.0,58.0,23.0,34.0,57.0,1.0,65.0,23.0,14.0,37.0,28.0,63.0,21.0,14.0,35.0,28.0,2.0,2.0,2.0,0.0,45.0,41.0,4.0,2012
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Sheltered and Unsheltered Count,604.0,356.0,210.0,0.0,566.0,38.0,244.0,0.0,163.0,0.0,43.0,0.0,0.0,206.0,0.0,38.0,0.0,360.0,193.0,167.0,360.0,0.0,100.0,56.0,44.0,100.0,0.0,64.0,45.0,0.0,45.0,19.0,50.0,31.0,0.0,31.0,19.0,14.0,14.0,14.0,0.0,17.0,14.0,3.0,2012
