CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless Individuals - Under 18,Sheltered ES Homeless Individuals,Sheltered ES Homeless Individuals - Under 18,Sheltered TH Homeless Individuals,Sheltered TH Homeless Individuals - Under 18,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Sheltered Total Homeless Individuals - Under 18,Unsheltered Homeless Individuals,Unsheltered Homeless Individuals - Under 18,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families,Overall Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year
NJ-509,Morris County CoC,Sheltered and Unsheltered Count,446.0,244.0,100.0,20.0,364.0,82.0,330.0,0.0,179.0,0.0,53.0,0.0,20.0,252.0,0.0,78.0,0.0,116.0,65.0,47.0,112.0,4.0,46.0,28.0,16.0,44.0,2.0,54.0,33.0,0.0,33.0,21.0,43.0,22.0,0.0,22.0,21.0,11.0,11.0,11.0,0.0,16.0,8.0,8.0,2011.0
NJ-510,Lakewood Township/Ocean County CoC,Sheltered and Unsheltered Count,545.0,486.0,12.0,0.0,498.0,47.0,343.0,14.0,294.0,6.0,10.0,8.0,0.0,304.0,14.0,39.0,0.0,202.0,192.0,2.0,194.0,8.0,73.0,69.0,1.0,70.0,3.0,31.0,27.0,0.0,27.0,4.0,29.0,25.0,0.0,25.0,4.0,2.0,2.0,2.0,0.0,14.0,10.0,4.0,2011.0
NJ-511,Paterson/Passaic County CoC,Sheltered and Unsheltered Count,847.0,409.0,92.0,0.0,501.0,346.0,484.0,0.0,290.0,0.0,63.0,0.0,0.0,353.0,0.0,131.0,0.0,363.0,119.0,29.0,148.0,215.0,99.0,37.0,7.0,44.0,55.0,51.0,29.0,0.0,29.0,22.0,23.0,8.0,0.0,8.0,15.0,28.0,21.0,21.0,7.0,77.0,20.0,57.0,2011.0
NJ-512,Salem County CoC,Sheltered and Unsheltered Count,80.0,27.0,24.0,0.0,51.0,29.0,35.0,0.0,19.0,0.0,3.0,0.0,0.0,22.0,0.0,13.0,0.0,45.0,8.0,21.0,29.0,16.0,17.0,4.0,7.0,11.0,6.0,6.0,5.0,0.0,5.0,1.0,6.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2011.0
NJ-513,Somerset County CoC,Sheltered and Unsheltered Count,387.0,244.0,141.0,0.0,385.0,2.0,282.0,3.0,158.0,0.0,122.0,3.0,0.0,280.0,3.0,2.0,0.0,105.0,86.0,19.0,105.0,0.0,40.0,33.0,7.0,40.0,0.0,32.0,32.0,0.0,32.0,0.0,20.0,20.0,0.0,20.0,0.0,12.0,12.0,12.0,0.0,224.0,224.0,0.0,2011.0
NJ-514,Trenton/Mercer County CoC,Sheltered and Unsheltered Count,843.0,513.0,279.0,0.0,792.0,51.0,416.0,4.0,288.0,4.0,88.0,0.0,0.0,376.0,4.0,40.0,0.0,427.0,225.0,191.0,416.0,11.0,158.0,86.0,68.0,154.0,4.0,63.0,55.0,0.0,55.0,8.0,52.0,44.0,0.0,44.0,8.0,11.0,11.0,11.0,0.0,62.0,54.0,8.0,2011.0
NJ-515,Elizabeth/Union County CoC,Sheltered and Unsheltered Count,1471.0,346.0,1040.0,0.0,1386.0,85.0,584.0,0.0,239.0,0.0,276.0,0.0,0.0,515.0,0.0,69.0,0.0,887.0,107.0,764.0,871.0,16.0,303.0,40.0,257.0,297.0,6.0,45.0,36.0,0.0,36.0,9.0,38.0,29.0,0.0,29.0,9.0,7.0,7.0,7.0,0.0,27.0,19.0,8.0,2011.0
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",Sheltered and Unsheltered Count,472.0,223.0,229.0,0.0,452.0,20.0,218.0,55.0,141.0,42.0,57.0,7.0,0.0,198.0,49.0,20.0,6.0,254.0,82.0,172.0,254.0,0.0,94.0,32.0,62.0,94.0,0.0,20.0,18.0,0.0,18.0,2.0,15.0,13.0,0.0,13.0,2.0,5.0,5.0,5.0,0.0,13.0,12.0,1.0,2011.0
NM-500,Albuquerque CoC,Sheltered and Unsheltered Count,1639.0,658.0,594.0,0.0,1252.0,387.0,1053.0,26.0,530.0,21.0,174.0,0.0,0.0,704.0,21.0,349.0,5.0,586.0,128.0,420.0,548.0,38.0,166.0,37.0,120.0,157.0,9.0,487.0,326.0,0.0,326.0,161.0,436.0,287.0,0.0,287.0,149.0,51.0,39.0,39.0,12.0,198.0,127.0,71.0,2011.0
NM-501,New Mexico Balance of State CoC,Sheltered and Unsheltered Count,1962.0,1035.0,466.0,0.0,1501.0,461.0,1193.0,122.0,708.0,73.0,169.0,18.0,0.0,877.0,91.0,316.0,31.0,769.0,327.0,297.0,624.0,145.0,264.0,108.0,106.0,214.0,50.0,630.0,332.0,0.0,332.0,298.0,535.0,277.0,0.0,277.0,258.0,95.0,55.0,55.0,40.0,166.0,94.0,72.0,2011.0
NV-500,Las Vegas/Clark County CoC,Sheltered and Unsheltered Count,8003.0,975.0,2762.0,25.0,3762.0,4241.0,7113.0,412.0,816.0,10.0,2049.0,66.0,25.0,2890.0,76.0,4223.0,336.0,890.0,159.0,713.0,872.0,18.0,304.0,54.0,244.0,298.0,6.0,1191.0,113.0,3.0,116.0,1075.0,1186.0,110.0,3.0,113.0,1073.0,5.0,3.0,3.0,2.0,1169.0,651.0,518.0,2011.0
NV-501,"Reno, Sparks/Washoe County CoC",Sheltered and Unsheltered Count,850.0,409.0,266.0,0.0,675.0,175.0,636.0,9.0,285.0,1.0,176.0,6.0,0.0,461.0,7.0,175.0,2.0,214.0,124.0,90.0,214.0,0.0,52.0,36.0,16.0,52.0,0.0,100.0,71.0,0.0,71.0,29.0,96.0,67.0,0.0,67.0,29.0,4.0,4.0,4.0,0.0,65.0,38.0,27.0,2011.0
NV-502,Nevada Balance of State CoC,Sheltered and Unsheltered Count,297.0,52.0,56.0,0.0,108.0,189.0,224.0,4.0,39.0,0.0,13.0,0.0,0.0,52.0,0.0,172.0,4.0,73.0,13.0,43.0,56.0,17.0,25.0,4.0,14.0,18.0,7.0,62.0,9.0,0.0,9.0,53.0,60.0,7.0,0.0,7.0,53.0,2.0,2.0,2.0,0.0,6.0,3.0,3.0,2011.0
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,694.0,463.0,219.0,12.0,694.0,0.0,360.0,28.0,251.0,8.0,97.0,20.0,12.0,360.0,28.0,0.0,0.0,334.0,212.0,122.0,334.0,0.0,119.0,71.0,48.0,119.0,0.0,76.0,64.0,12.0,76.0,0.0,76.0,64.0,12.0,76.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,2011.0
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Sheltered and Unsheltered Count,297.0,118.0,163.0,0.0,281.0,16.0,225.0,0.0,74.0,0.0,135.0,0.0,0.0,209.0,0.0,16.0,0.0,72.0,44.0,28.0,72.0,0.0,25.0,16.0,9.0,25.0,0.0,20.0,4.0,0.0,4.0,16.0,20.0,4.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,44.0,40.0,4.0,2011.0
NY-503,Albany City & County CoC,Sheltered and Unsheltered Count,641.0,489.0,119.0,0.0,608.0,33.0,360.0,7.0,231.0,7.0,96.0,0.0,0.0,327.0,7.0,33.0,0.0,281.0,258.0,23.0,281.0,0.0,78.0,70.0,8.0,78.0,0.0,89.0,62.0,0.0,62.0,27.0,83.0,59.0,0.0,59.0,24.0,6.0,3.0,3.0,3.0,80.0,76.0,4.0,2011.0
NY-504,Cattaragus County CoC,Sheltered and Unsheltered Count,40.0,19.0,20.0,0.0,39.0,1.0,14.0,0.0,11.0,0.0,2.0,0.0,0.0,13.0,0.0,1.0,0.0,26.0,8.0,18.0,26.0,0.0,9.0,4.0,5.0,9.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2011.0
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Sheltered and Unsheltered Count,834.0,459.0,351.0,0.0,810.0,24.0,619.0,24.0,348.0,3.0,256.0,20.0,0.0,604.0,23.0,15.0,1.0,215.0,111.0,95.0,206.0,9.0,60.0,36.0,22.0,58.0,2.0,87.0,79.0,0.0,79.0,8.0,84.0,78.0,0.0,78.0,6.0,3.0,1.0,1.0,2.0,87.0,84.0,3.0,2011.0
NY-506,"Fulton, Montgomery, Schoharie Counties CoC",Sheltered and Unsheltered Count,60.0,60.0,0.0,0.0,60.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,40.0,0.0,40.0,0.0,11.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0
NY-507,Schenectady City & County CoC,Sheltered and Unsheltered Count,358.0,295.0,35.0,0.0,330.0,28.0,231.0,2.0,186.0,2.0,17.0,0.0,0.0,203.0,2.0,28.0,0.0,127.0,109.0,18.0,127.0,0.0,44.0,38.0,6.0,44.0,0.0,57.0,57.0,0.0,57.0,0.0,47.0,47.0,0.0,47.0,0.0,10.0,10.0,10.0,0.0,10.0,7.0,3.0,2011.0
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,1156.0,437.0,518.0,13.0,968.0,188.0,774.0,12.0,334.0,3.0,253.0,9.0,13.0,600.0,12.0,174.0,0.0,382.0,103.0,265.0,368.0,14.0,130.0,39.0,85.0,124.0,6.0,139.0,54.0,11.0,65.0,74.0,139.0,54.0,11.0,65.0,74.0,0.0,0.0,0.0,0.0,55.0,42.0,13.0,2011.0
NY-510,Ithaca/Tompkins County CoC,Sheltered and Unsheltered Count,68.0,26.0,27.0,0.0,53.0,15.0,45.0,0.0,18.0,0.0,12.0,0.0,0.0,30.0,0.0,15.0,0.0,23.0,8.0,15.0,23.0,0.0,8.0,3.0,5.0,8.0,0.0,13.0,2.0,0.0,2.0,11.0,13.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2011.0
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Sheltered and Unsheltered Count,218.0,82.0,125.0,0.0,207.0,11.0,208.0,7.0,74.0,0.0,123.0,7.0,0.0,197.0,7.0,11.0,0.0,10.0,8.0,2.0,10.0,0.0,5.0,4.0,1.0,5.0,0.0,15.0,15.0,0.0,15.0,0.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,2011.0
NY-512,Troy/Rensselaer County CoC,Sheltered and Unsheltered Count,267.0,155.0,35.0,0.0,190.0,77.0,132.0,0.0,45.0,0.0,10.0,0.0,0.0,55.0,0.0,77.0,0.0,135.0,110.0,25.0,135.0,0.0,46.0,38.0,8.0,46.0,0.0,62.0,42.0,0.0,42.0,20.0,32.0,12.0,0.0,12.0,20.0,30.0,30.0,30.0,0.0,4.0,1.0,3.0,2011.0
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Sheltered and Unsheltered Count,111.0,87.0,24.0,0.0,111.0,0.0,74.0,3.0,50.0,3.0,24.0,0.0,0.0,74.0,3.0,0.0,0.0,37.0,37.0,0.0,37.0,0.0,15.0,15.0,0.0,15.0,0.0,9.0,6.0,0.0,6.0,3.0,5.0,5.0,0.0,5.0,0.0,4.0,1.0,1.0,3.0,37.0,37.0,0.0,2011.0
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Sheltered and Unsheltered Count,57.0,22.0,34.0,0.0,56.0,1.0,23.0,6.0,17.0,6.0,5.0,0.0,0.0,22.0,6.0,1.0,0.0,34.0,5.0,29.0,34.0,0.0,14.0,2.0,12.0,14.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0
NY-516,Clinton County CoC,Sheltered and Unsheltered Count,118.0,117.0,0.0,0.0,117.0,1.0,103.0,0.0,102.0,0.0,0.0,0.0,0.0,102.0,0.0,1.0,0.0,15.0,15.0,0.0,15.0,0.0,7.0,7.0,0.0,7.0,0.0,12.0,10.0,0.0,10.0,2.0,6.0,5.0,0.0,5.0,1.0,6.0,5.0,5.0,1.0,7.0,6.0,1.0,2011.0
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Sheltered and Unsheltered Count,182.0,84.0,76.0,0.0,160.0,22.0,99.0,4.0,64.0,0.0,27.0,4.0,0.0,91.0,4.0,8.0,0.0,83.0,20.0,49.0,69.0,14.0,27.0,7.0,17.0,24.0,3.0,24.0,20.0,0.0,20.0,4.0,20.0,16.0,0.0,16.0,4.0,4.0,4.0,4.0,0.0,13.0,11.0,2.0,2011.0
NY-519,"Columbia, Greene Counties CoC",Sheltered and Unsheltered Count,177.0,175.0,2.0,0.0,177.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,97.0,95.0,2.0,97.0,0.0,29.0,28.0,1.0,29.0,0.0,4.0,4.0,0.0,4.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2011.0
NY-520,"Franklin, Essex Counties CoC",Sheltered and Unsheltered Count,22.0,3.0,0.0,0.0,3.0,19.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2011.0
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Sheltered and Unsheltered Count,108.0,24.0,83.0,0.0,107.0,1.0,65.0,0.0,14.0,0.0,50.0,0.0,0.0,64.0,0.0,1.0,0.0,43.0,10.0,33.0,43.0,0.0,13.0,4.0,9.0,13.0,0.0,8.0,7.0,0.0,7.0,1.0,8.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2011.0
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Sheltered and Unsheltered Count,320.0,226.0,49.0,0.0,275.0,45.0,199.0,2.0,134.0,2.0,20.0,0.0,0.0,154.0,2.0,45.0,0.0,121.0,92.0,29.0,121.0,0.0,39.0,28.0,11.0,39.0,0.0,27.0,18.0,0.0,18.0,9.0,24.0,15.0,0.0,15.0,9.0,3.0,3.0,3.0,0.0,25.0,21.0,4.0,2011.0
NY-600,New York City CoC,Sheltered and Unsheltered Count,51123.0,41963.0,6409.0,103.0,48475.0,2648.0,20984.0,27.0,13498.0,16.0,4735.0,11.0,103.0,18336.0,27.0,2648.0,0.0,30139.0,28465.0,1674.0,30139.0,0.0,10045.0,9463.0,582.0,10045.0,0.0,2679.0,881.0,103.0,984.0,1695.0,2521.0,723.0,103.0,826.0,1695.0,158.0,158.0,158.0,0.0,4677.0,4227.0,450.0,2011.0
NY-601,Poughkeepsie/Dutchess County CoC,Sheltered and Unsheltered Count,435.0,240.0,181.0,0.0,421.0,14.0,213.0,8.0,108.0,8.0,91.0,0.0,0.0,199.0,8.0,14.0,0.0,222.0,132.0,90.0,222.0,0.0,89.0,51.0,38.0,89.0,0.0,70.0,60.0,0.0,60.0,10.0,59.0,49.0,0.0,49.0,10.0,11.0,11.0,11.0,0.0,14.0,14.0,0.0,2011.0
NY-602,"Newburgh, Middletown/Orange County CoC",Sheltered and Unsheltered Count,448.0,224.0,42.0,0.0,266.0,182.0,313.0,6.0,146.0,6.0,0.0,0.0,0.0,146.0,6.0,167.0,0.0,135.0,78.0,42.0,120.0,15.0,51.0,31.0,15.0,46.0,5.0,148.0,47.0,0.0,47.0,101.0,139.0,38.0,0.0,38.0,101.0,9.0,9.0,9.0,0.0,19.0,9.0,10.0,2011.0
NY-603,"Nassau, Suffolk Counties CoC",Sheltered and Unsheltered Count,3278.0,2551.0,615.0,0.0,3166.0,112.0,1042.0,1.0,685.0,0.0,245.0,1.0,0.0,930.0,1.0,112.0,0.0,2236.0,1866.0,370.0,2236.0,0.0,686.0,577.0,109.0,686.0,0.0,197.0,188.0,0.0,188.0,9.0,150.0,141.0,0.0,141.0,9.0,47.0,47.0,47.0,0.0,439.0,433.0,6.0,2011.0
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Sheltered and Unsheltered Count,1537.0,497.0,998.0,0.0,1495.0,42.0,683.0,14.0,394.0,0.0,247.0,14.0,0.0,641.0,14.0,42.0,0.0,854.0,103.0,751.0,854.0,0.0,288.0,48.0,240.0,288.0,0.0,282.0,240.0,0.0,240.0,42.0,282.0,240.0,0.0,240.0,42.0,0.0,0.0,0.0,0.0,161.0,152.0,9.0,2011.0
NY-606,Rockland County CoC,Sheltered and Unsheltered Count,112.0,51.0,29.0,0.0,80.0,32.0,67.0,0.0,13.0,0.0,22.0,0.0,0.0,35.0,0.0,32.0,0.0,45.0,38.0,7.0,45.0,0.0,16.0,13.0,3.0,16.0,0.0,52.0,20.0,0.0,20.0,32.0,52.0,20.0,0.0,20.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2011.0
NY-607,Sullivan County CoC,Sheltered and Unsheltered Count,525.0,423.0,0.0,0.0,423.0,102.0,239.0,0.0,239.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,286.0,184.0,0.0,184.0,102.0,97.0,62.0,0.0,62.0,35.0,88.0,53.0,0.0,53.0,35.0,21.0,21.0,0.0,21.0,0.0,67.0,32.0,32.0,35.0,11.0,11.0,0.0,2011.0
NY-608,Kingston/Ulster County CoC,Sheltered and Unsheltered Count,259.0,181.0,25.0,0.0,206.0,53.0,154.0,15.0,83.0,9.0,25.0,6.0,0.0,108.0,15.0,46.0,0.0,105.0,98.0,0.0,98.0,7.0,35.0,32.0,0.0,32.0,3.0,38.0,5.0,0.0,5.0,33.0,31.0,5.0,0.0,5.0,26.0,7.0,0.0,0.0,7.0,13.0,7.0,6.0,2011.0
OH-500,Cincinnati/Hamilton County CoC,Sheltered and Unsheltered Count,1275.0,513.0,696.0,0.0,1209.0,66.0,730.0,6.0,327.0,6.0,337.0,0.0,0.0,664.0,6.0,66.0,0.0,545.0,186.0,359.0,545.0,0.0,167.0,57.0,110.0,167.0,0.0,223.0,200.0,0.0,200.0,23.0,223.0,200.0,0.0,200.0,23.0,0.0,0.0,0.0,0.0,192.0,186.0,6.0,2011.0
OH-501,Toledo/Lucas County CoC,Sheltered and Unsheltered Count,1096.0,430.0,418.0,11.0,859.0,237.0,782.0,0.0,336.0,0.0,243.0,0.0,11.0,590.0,0.0,192.0,0.0,314.0,94.0,175.0,269.0,45.0,108.0,41.0,55.0,96.0,12.0,207.0,183.0,4.0,187.0,20.0,207.0,183.0,4.0,187.0,20.0,0.0,0.0,0.0,0.0,90.0,70.0,20.0,2011.0
OH-502,Cleveland/Cuyahoga County CoC,Sheltered and Unsheltered Count,2262.0,1172.0,874.0,20.0,2066.0,196.0,1766.0,8.0,915.0,8.0,640.0,0.0,20.0,1575.0,8.0,191.0,0.0,496.0,257.0,234.0,491.0,5.0,173.0,92.0,79.0,171.0,2.0,398.0,301.0,20.0,321.0,77.0,398.0,301.0,20.0,321.0,77.0,0.0,0.0,0.0,0.0,388.0,349.0,39.0,2011.0
OH-503,Columbus/Franklin County CoC,Sheltered and Unsheltered Count,1418.0,1081.0,193.0,0.0,1274.0,144.0,1023.0,8.0,761.0,2.0,118.0,6.0,0.0,879.0,8.0,144.0,0.0,395.0,320.0,75.0,395.0,0.0,127.0,101.0,26.0,127.0,0.0,303.0,173.0,0.0,173.0,130.0,303.0,173.0,0.0,173.0,130.0,0.0,0.0,0.0,0.0,145.0,116.0,29.0,2011.0
OH-504,Youngstown/Mahoning County CoC,Sheltered and Unsheltered Count,223.0,112.0,96.0,1.0,209.0,14.0,124.0,6.0,89.0,6.0,20.0,0.0,1.0,110.0,6.0,14.0,0.0,99.0,23.0,76.0,99.0,0.0,32.0,7.0,25.0,32.0,0.0,46.0,31.0,1.0,32.0,14.0,42.0,27.0,1.0,28.0,14.0,4.0,4.0,4.0,0.0,12.0,10.0,2.0,2011.0
OH-505,"Dayton, Kettering/Montgomery County CoC",Sheltered and Unsheltered Count,986.0,568.0,357.0,23.0,948.0,38.0,602.0,3.0,396.0,3.0,145.0,0.0,23.0,564.0,3.0,38.0,0.0,384.0,172.0,212.0,384.0,0.0,122.0,54.0,68.0,122.0,0.0,60.0,35.0,14.0,49.0,11.0,57.0,32.0,14.0,46.0,11.0,3.0,3.0,3.0,0.0,156.0,153.0,3.0,2011.0
OH-506,"Akron, Barberton/Summit County CoC",Sheltered and Unsheltered Count,857.0,346.0,357.0,8.0,711.0,146.0,542.0,59.0,223.0,18.0,165.0,17.0,8.0,396.0,35.0,146.0,24.0,315.0,123.0,192.0,315.0,0.0,97.0,42.0,55.0,97.0,0.0,210.0,114.0,8.0,122.0,88.0,210.0,114.0,8.0,122.0,88.0,0.0,0.0,0.0,0.0,76.0,25.0,51.0,2011.0
OH-507,Ohio Balance of State CoC,Sheltered and Unsheltered Count,4431.0,1557.0,1967.0,10.0,3534.0,897.0,2008.0,11.0,878.0,11.0,489.0,0.0,10.0,1377.0,11.0,631.0,0.0,2423.0,679.0,1478.0,2157.0,266.0,777.0,216.0,476.0,692.0,85.0,492.0,240.0,8.0,248.0,244.0,376.0,159.0,8.0,167.0,209.0,116.0,81.0,81.0,35.0,200.0,165.0,35.0,2011.0
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Sheltered and Unsheltered Count,482.0,218.0,176.0,20.0,414.0,68.0,235.0,0.0,124.0,0.0,30.0,0.0,20.0,174.0,0.0,61.0,0.0,247.0,94.0,146.0,240.0,7.0,80.0,28.0,50.0,78.0,2.0,75.0,30.0,20.0,50.0,25.0,65.0,24.0,20.0,44.0,21.0,10.0,6.0,6.0,4.0,20.0,9.0,11.0,2011.0
OK-500,North Central Oklahoma CoC,Sheltered and Unsheltered Count,249.0,101.0,62.0,0.0,163.0,86.0,135.0,0.0,37.0,0.0,39.0,0.0,0.0,76.0,0.0,59.0,0.0,114.0,64.0,23.0,87.0,27.0,36.0,20.0,7.0,27.0,9.0,44.0,16.0,0.0,16.0,28.0,39.0,11.0,0.0,11.0,28.0,5.0,5.0,5.0,0.0,9.0,3.0,6.0,2011.0
OK-501,Tulsa City & County CoC,Sheltered and Unsheltered Count,879.0,578.0,201.0,50.0,829.0,50.0,696.0,16.0,462.0,16.0,136.0,0.0,50.0,648.0,16.0,48.0,0.0,183.0,116.0,65.0,181.0,2.0,61.0,40.0,20.0,60.0,1.0,97.0,71.0,19.0,90.0,7.0,91.0,65.0,19.0,84.0,7.0,6.0,6.0,6.0,0.0,165.0,160.0,5.0,2011.0
OK-502,Oklahoma City CoC,Sheltered and Unsheltered Count,1348.0,761.0,258.0,0.0,1019.0,329.0,1112.0,10.0,657.0,0.0,162.0,0.0,0.0,819.0,0.0,293.0,10.0,236.0,104.0,96.0,200.0,36.0,80.0,38.0,27.0,65.0,15.0,231.0,83.0,0.0,83.0,148.0,216.0,71.0,0.0,71.0,145.0,15.0,12.0,12.0,3.0,129.0,96.0,33.0,2011.0
OK-503,Oklahoma Balance of State CoC,Sheltered and Unsheltered Count,483.0,62.0,64.0,0.0,126.0,357.0,310.0,42.0,56.0,9.0,14.0,6.0,0.0,70.0,15.0,240.0,27.0,173.0,6.0,50.0,56.0,117.0,66.0,3.0,21.0,24.0,42.0,159.0,35.0,0.0,35.0,124.0,21.0,0.0,0.0,0.0,21.0,138.0,35.0,35.0,103.0,0.0,0.0,0.0,2011.0
OK-504,Norman/Cleveland County CoC,Sheltered and Unsheltered Count,619.0,44.0,118.0,0.0,162.0,457.0,418.0,313.0,30.0,1.0,43.0,11.0,0.0,73.0,12.0,345.0,301.0,201.0,14.0,75.0,89.0,112.0,61.0,4.0,24.0,28.0,33.0,66.0,43.0,0.0,43.0,23.0,50.0,35.0,0.0,35.0,15.0,16.0,8.0,8.0,8.0,6.0,6.0,0.0,2011.0
OK-505,Northeast Oklahoma CoC,Sheltered and Unsheltered Count,266.0,183.0,50.0,0.0,233.0,33.0,160.0,12.0,103.0,12.0,32.0,0.0,0.0,135.0,12.0,25.0,0.0,106.0,80.0,18.0,98.0,8.0,39.0,32.0,4.0,36.0,3.0,91.0,77.0,0.0,77.0,14.0,59.0,45.0,0.0,45.0,14.0,32.0,32.0,32.0,0.0,13.0,11.0,2.0,2011.0
OK-506,Southwest Oklahoma Regional CoC,Sheltered and Unsheltered Count,133.0,62.0,52.0,9.0,123.0,10.0,75.0,0.0,58.0,0.0,0.0,0.0,9.0,67.0,0.0,8.0,0.0,58.0,4.0,52.0,56.0,2.0,27.0,2.0,24.0,26.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,15.0,13.0,2.0,2011.0
OK-507,Southeastern Oklahoma Regional CoC,Sheltered and Unsheltered Count,648.0,271.0,62.0,0.0,333.0,315.0,330.0,29.0,151.0,22.0,31.0,0.0,0.0,182.0,22.0,148.0,7.0,318.0,120.0,31.0,151.0,167.0,99.0,37.0,8.0,45.0,54.0,102.0,73.0,0.0,73.0,29.0,89.0,60.0,0.0,60.0,29.0,13.0,13.0,13.0,0.0,19.0,12.0,7.0,2011.0
OR-500,"Eugene, Springfield/Lane County CoC",Sheltered and Unsheltered Count,2140.0,367.0,338.0,29.0,734.0,1406.0,1533.0,26.0,293.0,10.0,38.0,1.0,29.0,360.0,11.0,1173.0,15.0,607.0,74.0,300.0,374.0,233.0,190.0,24.0,97.0,121.0,69.0,679.0,101.0,29.0,130.0,549.0,633.0,97.0,29.0,126.0,507.0,46.0,4.0,4.0,42.0,254.0,68.0,186.0,2011.0
OR-501,"Portland, Gresham/Multnomah County CoC",Sheltered and Unsheltered Count,4497.0,904.0,1879.0,0.0,2783.0,1714.0,2815.0,4.0,439.0,3.0,774.0,0.0,0.0,1213.0,3.0,1602.0,1.0,1682.0,465.0,1105.0,1570.0,112.0,537.0,142.0,340.0,482.0,55.0,971.0,185.0,0.0,185.0,786.0,911.0,138.0,0.0,138.0,773.0,60.0,47.0,47.0,13.0,457.0,239.0,218.0,2011.0
OR-502,"Medford, Ashland/Jackson County CoC",Sheltered and Unsheltered Count,1049.0,223.0,349.0,0.0,572.0,477.0,580.0,14.0,196.0,6.0,155.0,5.0,0.0,351.0,11.0,229.0,3.0,469.0,27.0,194.0,221.0,248.0,205.0,11.0,89.0,100.0,105.0,757.0,313.0,0.0,313.0,444.0,401.0,175.0,0.0,175.0,226.0,356.0,138.0,138.0,218.0,180.0,163.0,17.0,2011.0
